partyid,ltv,gender,expirydate,resumecount,maxchar,avchar
57650241,24.9,M,1/1/2014 12:29,1,2117,2052
54192327,2.95,M,10/12/2013 14:29,1,3240,3240
52038307,2.95,M,9/30/2013 21:33,3,2232,802
42471559,2.95,F,9/8/2013 10:19,2,3631,2646
71421190,36.9,F,9/26/2014 17:29,1,3593,2583
38331424,12.9,F,12/10/2013 21:55,1,3021,2018
58161915,10.48,F,2/10/2014 15:23,1,2279,2279
43087749,7.78,M,4/10/2013 20:42,1,2759,2759
54244330,2.95,M,10/15/2013 14:43,4,2557,689
40384965,317.5,F,11/12/2013 14:31,1,3994,3994
66183720,0.95,F,4/1/2014 21:55,3,4207,2422
44478801,37.9,F,6/6/2013 12:41,2,2914,1752
67833597,1.95,F,4/23/2014 11:40,1,3052,3052
39813064,352.45,M,3/28/2015 17:49,3,3206,1882
66330007,1.95,F,4/4/2014 15:17,2,2888,1444
43314719,2.95,F,4/14/2013 13:25,1,5812,3646
73573986,1.95,F,7/22/2014 23:58,3,2511,1593
5631610,24.9,F,12/4/2014 10:20,2,6297,3154
42115221,37.9,M,4/23/2013 16:06,2,2208,1183
9386522,6.9,F,2/14/2014 18:37,5,2737,1528
47536881,2.95,M,6/30/2013 22:53,3,3023,2482
8101552,1.95,F,3/31/2014 9:28,2,2868,1360
85348434,1.95,M,12/29/2014 23:10,1,2017,1654
45964821,2.95,M,6/1/2013 2:44,1,3705,3705
30753020,9.95,F,5/30/2013 13:17,2,5810,2637
65033240,40.75,M,4/15/2014 16:02,1,2406,2294
55350148,37.9,M,11/29/2013 12:16,1,3463,3463
17607758,37.9,M,8/31/2013 22:45,1,5677,3927
59347340,320.35,M,8/13/2014 15:45,6,11510,5946
60723841,41.75,M,2/21/2014 9:06,1,9075,9075
64129542,1.95,M,3/17/2014 16:06,1,2174,1103
34456593,284.55,M,6/2/2014 13:16,4,3229,2332
76064517,121.35,F,11/13/2014 2:30,1,2009,1695
36798425,178.7,F,3/20/2015 21:36,1,5323,2678
5516424,39.9,M,2/15/2013 22:43,1,4788,4788
7410426,2.95,F,11/12/2013 23:25,1,1950,1488
33528824,424.35,M,3/24/2015 14:31,1,1365,1365
18693517,394.35,F,7/12/2013 17:03,5,11032,2493
4232983,41.75,F,3/24/2014 22:38,1,1563,1563
52533854,2.95,M,9/18/2013 21:10,1,2299,2299
47005402,2.95,M,7/8/2013 11:02,1,2763,2763
69768007,1.95,F,5/20/2014 19:07,3,2392,1865
8681184,2.95,F,2/3/2013 18:33,1,2692,2170
68548449,81.55,M,6/29/2014 12:48,2,9929,9424
76248738,1.95,M,8/24/2014 3:49,1,2694,2088
37167228,39.9,M,6/7/2013 16:17,20,2193,1204
36581686,38.9,F,9/8/2014 16:58,1,2915,1222
48492515,42.85,F,3/14/2015 20:25,1,3847,1897
35568600,1.95,F,5/30/2014 15:36,1,2037,1059
45949574,2.95,M,5/31/2013 18:09,1,3085,3085
45773799,145.7,F,3/28/2015 19:24,1,2258,1667
51642959,2.95,F,5/25/2014 10:37,3,3304,1417
43152113,2.95,F,4/4/2013 18:23,1,1806,1804
42403978,72.85,M,5/21/2013 20:56,1,2350,2350
34296802,738.9,M,6/19/2014 8:43,2,1576,1212
35738238,76.8,M,4/4/2014 22:45,2,4131,2720
50089650,12.9,F,10/19/2013 9:04,1,13337,8858
6086140,8.85,F,1/23/2015 16:08,5,4999,2580
30730998,121.35,M,5/23/2014 14:41,2,5417,2715
76064358,1.95,F,9/12/2014 18:05,4,3528,1493
44439296,37.9,M,6/29/2014 0:14,1,7235,5848
9968759,73.8,F,3/12/2014 12:36,1,3162,1600
1377887,37.9,F,1/28/2013 0:32,1,10597,10597
80379437,3.9,F,11/12/2014 12:49,1,5071,1844
35648877,37.9,F,6/22/2014 14:37,1,4638,2196
69229636,3.9,F,5/13/2014 13:16,2,5480,2160
3476186,2.95,F,10/15/2013 0:00,3,3009,1081
41492887,2.95,M,3/5/2013 8:08,2,1335,1320
44437850,2.95,F,5/5/2013 13:42,2,1600,800
43878855,2.95,F,4/26/2013 0:15,2,2483,2001
66213153,1.95,F,4/3/2014 22:57,2,3458,1309
79939677,1.95,F,10/13/2014 0:38,2,2988,1851
38415504,161.15,F,5/21/2014 0:55,1,2590,2590
39729512,72.85,F,9/14/2013 10:56,3,3436,1888
39240621,2.95,M,1/30/2013 14:51,1,2344,2267
976752,1.95,F,3/6/2014 10:30,1,5211,3535
2520127,2.95,F,11/16/2014 20:23,3,3671,2186
41339162,2.95,M,5/10/2013 18:59,1,10207,4760
9345006,41.75,F,8/29/2014 13:56,1,4530,3074
36417377,4.95,M,2/5/2013 11:39,3,4269,1321
33338191,39.9,M,8/21/2014 20:32,8,4864,1769
7009682,5.9,M,2/10/2015 16:32,2,2364,1051
51876382,282.55,M,3/13/2015 16:33,5,2539,1326
2930337,5.85,F,12/9/2014 7:19,2,2267,1155
27050677,2.95,F,2/27/2015 11:33,2,1708,606
7153666,107.8,M,1/23/2015 18:45,3,3693,1840
56595643,2.95,M,11/16/2013 3:07,3,4938,2716
42737934,2.95,M,6/9/2014 1:37,4,2898,2029
9454386,3.95,F,7/10/2013 22:39,1,4154,2811
46322089,3.95,F,11/12/2013 15:40,13,2599,898
23161454,179.7,F,8/28/2013 13:58,2,4534,3111
26737288,142.75,F,6/25/2013 14:16,3,2816,1910
4348276,1.95,M,1/5/2014 3:44,1,3573,3113
28555434,37.9,F,8/23/2013 12:56,1,2819,2019
65533388,1.95,F,3/26/2014 9:19,3,9321,5917
43057727,2.95,M,5/12/2013 19:36,2,2039,1019
5701624,3.95,F,2/17/2013 14:34,3,2377,1427
3985215,38.9,M,11/27/2013 19:03,1,2073,2061
29778962,37.9,M,8/1/2013 11:23,1,1404,938
40143719,5.9,M,9/24/2014 9:04,6,5574,2003
39030805,2.95,M,1/27/2013 3:09,3,8792,3442
11413439,2.95,F,5/2/2013 23:13,2,2173,1386
12048763,106.8,M,3/22/2014 8:25,1,2001,2001
33629861,1.95,M,2/11/2015 10:46,1,3617,2924
16494568,296.15,F,7/25/2014 17:42,1,3153,2046
6163526,38.75,M,4/23/2014 21:50,4,2435,493
6020967,146.7,M,9/13/2013 13:38,3,2808,2059
2685513,2.95,F,5/1/2013 16:55,1,2255,1668
82057798,1.95,F,11/10/2014 19:34,1,3786,2203
48122245,72.85,F,3/26/2015 10:24,1,5721,3980
46958302,5.9,F,6/19/2013 19:24,5,2076,1436
6484925,145.7,F,6/19/2013 17:23,3,4419,1905
2692160,8.9,F,2/14/2013 17:37,2,2348,1814
14771315,109.8,M,3/3/2014 16:51,3,5656,2459
55685813,2.95,F,11/3/2013 11:59,2,4528,2841
39428965,37.9,F,2/28/2013 3:23,6,19050,4738
53071167,2.95,M,9/28/2013 10:04,1,4096,2107
44283181,2.95,F,5/2/2013 3:28,1,3901,3901
6607469,2.95,F,9/28/2014 20:32,3,3413,1592
6399312,74.85,F,4/6/2014 9:43,1,2797,2109
53117337,8.89,M,10/16/2013 15:46,2,3982,2166
59884111,1.95,F,1/12/2014 8:24,1,2509,2509
78942216,41.75,M,10/27/2014 22:27,1,2206,1785
40389015,5.9,F,9/24/2014 10:34,2,2115,1488
44706901,72.85,F,10/19/2013 13:41,2,2045,2021
57160007,1.95,F,1/27/2014 13:31,1,2006,1145
44756124,9.95,F,5/17/2015 14:28,14,2370,982
5909264,1.95,M,5/20/2014 9:32,2,2857,1974
9708792,2.95,F,8/22/2013 22:43,4,2182,1172
31493986,2.95,F,1/16/2014 9:42,1,1508,1508
66270941,81.55,F,8/12/2014 16:46,2,4877,2147
2273714,1.95,F,8/26/2014 22:31,2,3275,1894
69078597,1.95,M,5/11/2014 20:06,2,6427,2301
26024326,8.9,F,1/17/2014 18:12,1,6274,4799
45383692,2.95,F,5/29/2013 21:28,1,1164,1052
7110284,352.45,M,11/23/2013 15:08,2,5574,2794
74726233,1.95,F,8/1/2014 16:18,1,3018,2606
11579891,2.95,M,7/4/2014 23:18,9,6988,3403
49441919,2.95,F,8/1/2013 12:26,1,1694,1654
64511486,1.95,F,3/11/2014 20:46,1,2606,1817
7248801,1.95,F,6/23/2014 12:36,1,1171,1171
56906377,2.95,M,11/20/2013 14:43,1,3162,3162
18572305,38.9,F,2/3/2013 0:00,1,2533,1594
12420621,2.95,F,9/29/2013 21:03,1,7886,4904
52699291,396.75,F,9/29/2014 21:32,2,3861,1774
80606025,2.95,M,10/24/2014 13:36,2,5922,2182
44456791,2.95,M,6/16/2014 20:58,9,1647,380
8319076,2.95,M,1/9/2014 12:34,1,4921,4921
50966878,2.95,F,9/25/2013 21:12,1,2623,2623
25145081,2.95,F,1/15/2013 17:42,1,6520,6520
62717619,76.7,M,3/18/2014 1:04,2,3654,2890
42578984,95.4,F,3/27/2014 16:04,1,2716,1981
12219099,39.9,F,4/2/2014 17:50,3,2321,1725
63902632,36.9,F,3/4/2014 19:57,4,2362,1813
54211745,5.9,F,7/1/2014 19:46,5,3785,2397
42253243,107.8,M,7/11/2013 20:46,12,5802,2468
48251892,2.95,F,7/12/2013 5:56,1,1932,1642
34733666,184.65,M,1/29/2013 17:49,7,2244,1179
49801646,1.95,F,2/13/2014 13:08,3,4800,2758
69640102,161.15,M,3/14/2015 13:50,4,7357,3666
62429924,1.95,F,2/14/2014 14:55,1,3380,2280
50066803,37.9,M,9/11/2013 18:06,2,1862,1593
37141628,1.95,F,12/18/2013 11:55,12,5777,1751
51870175,1.95,M,1/22/2014 22:36,1,1860,1860
43912094,2.95,M,4/25/2013 18:08,2,4987,3082
51376176,42.75,F,6/28/2014 20:16,17,4616,1994
11105468,148.65,F,7/15/2013 18:53,8,5235,2648
37304490,38.9,F,1/4/2013 15:51,4,2949,1178
73513952,1.95,F,7/15/2014 1:31,7,871,339
66426105,1.95,M,3/27/2014 6:51,12,7617,2777
44706055,2.95,F,5/23/2013 12:16,1,2659,2659
75961527,1.95,M,8/20/2014 0:22,1,1735,1735
37973252,38.9,F,10/2/2014 17:37,1,2274,1780
72745958,1.95,M,7/2/2014 9:12,1,1180,1180
47946824,2.95,F,8/8/2013 1:17,1,2392,2392
40406559,2.95,M,2/21/2013 17:54,2,5064,2532
8342631,1.95,F,1/3/2014 10:38,4,2881,753
38314693,2.95,M,1/3/2013 0:00,2,4820,4301
64925287,41.75,M,5/17/2014 12:07,3,5233,2494
52501299,37.9,F,10/18/2013 14:24,6,7661,4468
31890506,109.8,F,3/13/2013 11:37,5,5917,1203
47520167,37.9,F,8/5/2013 14:08,1,1789,1789
39147235,37.9,F,5/15/2013 23:23,7,11877,3644
13120878,2.95,F,2/14/2013 15:14,2,4944,2472
62947088,1.95,F,7/5/2014 13:03,2,3027,1881
47142916,2.95,F,7/1/2013 16:39,10,1480,399
9497324,40.85,M,2/1/2013 1:56,1,7366,6295
60475870,0.95,M,4/7/2014 11:43,1,5818,4098
4045880,74.55,F,10/13/2014 17:33,3,2718,2476
45459495,7.46,F,5/28/2013 16:06,1,1413,1413
37771590,1,F,10/21/2013 13:52,4,10216,7661
13977481,2.95,F,6/16/2014 8:33,4,926,284
50439954,2.95,M,8/28/2013 18:01,2,1906,1894
30410625,3.95,F,4/8/2013 9:45,4,3864,2524
66716886,1.95,F,4/30/2014 21:39,1,7053,4310
9131724,2.95,F,2/21/2013 13:53,1,3001,3001
8735186,52.75,M,9/11/2013 15:49,5,5822,3482
43169189,37.9,M,6/5/2013 3:21,3,1778,1249
1750887,2.95,F,9/21/2013 2:55,1,2174,1478
72646861,41.75,F,7/29/2014 10:05,1,11434,6409
86733268,41.75,M,2/26/2015 0:13,1,3168,2682
52640261,37.9,F,10/26/2013 14:35,1,5627,4247
26388648,494.25,M,2/15/2014 13:36,1,22388,6653
4165199,38.75,M,12/28/2014 14:33,1,7874,3951
38530325,2.95,M,1/10/2013 11:16,2,6190,5764
74503980,161.15,F,11/18/2014 19:21,1,6516,4508
7103250,2.95,M,1/29/2013 21:23,1,3124,3124
44387091,72.85,F,6/3/2013 22:52,2,1835,1439
44245247,37.9,F,6/1/2013 15:34,1,3360,3360
61550797,161.15,M,6/17/2014 22:22,2,5683,5039
44096987,1.95,F,10/24/2014 1:16,7,2957,1959
68684704,41.75,M,6/3/2014 16:30,1,2544,2544
413788,2.95,F,5/11/2013 0:50,2,2534,2534
58217721,3.95,M,12/26/2013 13:55,4,2731,1551
13832093,4.95,F,7/24/2014 10:25,1,3856,2939
66390507,0.95,M,4/4/2014 5:39,2,7128,3549
63523797,104.85,M,3/7/2014 14:24,2,2828,1847
40299143,1.95,F,2/21/2014 14:39,1,2085,1632
11514595,41.85,F,6/29/2013 9:55,5,8780,6562
78038863,1.95,F,9/17/2014 22:19,1,1963,1963
54211745,5.9,F,10/12/2013 21:22,5,3785,2397
82223774,14.95,M,11/12/2014 21:53,1,5544,2795
18719152,3.95,F,3/29/2013 14:57,1,2695,2642
64613943,71.85,F,5/12/2014 20:33,1,2223,1870
41012958,3.95,M,2/24/2013 20:32,1,2544,2544
63198568,1.95,F,2/24/2014 13:01,1,1925,1556
64480779,107.8,M,6/11/2014 15:14,2,5144,2572
42688117,2.95,F,3/28/2013 12:21,1,6064,6064
52741978,72.85,F,11/22/2013 20:39,1,3247,2145
29119280,1.95,M,3/6/2014 10:10,2,2406,1112
14430510,2.95,F,10/1/2014 21:35,3,6192,2756
33096703,1.95,F,11/26/2013 23:58,1,1773,673
44007865,2.95,F,4/28/2013 10:35,3,3497,1867
74005980,41.75,F,8/19/2014 14:52,6,7678,2856
55409482,72.85,M,12/30/2013 11:10,1,3423,2612
40206299,2.95,M,2/10/2013 21:48,1,7141,7141
45991605,107.8,M,9/20/2013 14:56,1,1945,1945
42943052,2.95,F,5/15/2013 12:29,1,3899,3899
9255977,98.35,F,12/30/2014 10:07,5,3053,1939
14907756,252.55,F,5/6/2014 16:25,3,7011,1005
89626697,1.95,M,2/25/2015 10:15,1,2442,2442
22507133,39.9,M,3/6/2015 9:14,3,4396,2034
5878647,412.9,F,5/11/2014 15:28,7,4700,2738
42197386,108.8,F,4/20/2014 15:20,8,2418,1383
38922603,2.95,F,1/20/2013 17:56,1,3409,2048
3890001,2.95,F,1/30/2013 0:00,1,2273,2273
60328484,320.35,F,9/8/2014 13:35,1,4137,4137
7391541,74.85,F,2/28/2013 21:19,1,4832,3613
50277290,2.95,F,10/28/2013 14:15,2,5142,1730
2866515,1.95,F,5/14/2014 23:45,1,1389,1389
7370636,317.5,M,1/21/2014 16:20,1,4015,4015
5953595,1.95,F,1/30/2014 11:02,1,1923,1327
41626471,2.95,M,3/7/2013 8:08,1,2391,2391
5346741,41.75,M,9/24/2014 10:41,2,1894,1538
16841083,38.75,F,9/3/2014 18:25,2,4591,2597
53203162,352.45,M,9/16/2014 21:33,10,4419,1668
37535833,38.9,F,12/12/2014 3:19,3,2278,1275
74292674,161.15,F,2/26/2015 15:02,1,2012,1151
4314147,1.95,F,1/26/2014 19:11,1,5688,2969
42140420,2.95,M,3/18/2013 17:57,2,1516,1418
40053972,2.95,F,5/23/2013 18:06,1,1199,645
9928403,2.95,F,6/29/2013 11:52,1,2432,1245
67423416,1.95,F,4/17/2014 11:48,1,1787,930
49603154,2.95,M,9/9/2013 12:23,1,2043,2043
61742811,3.28,F,2/12/2014 13:36,1,2280,1667
9375169,72.85,M,3/23/2015 20:24,2,4053,2837
47360450,14.95,M,8/2/2013 0:00,6,4636,680
6633091,3.95,F,7/29/2013 18:56,2,7654,4940
49922300,8.9,M,8/22/2013 9:54,3,1653,1496
9251469,37.9,M,8/27/2013 12:01,2,5403,2765
84872642,41.75,F,1/27/2015 12:50,1,5361,2817
58676864,36.9,F,5/17/2014 18:55,7,6438,1407
43488389,72.85,M,7/18/2013 13:00,2,3758,2881
46384191,458.3,M,3/27/2015 14:39,6,4946,2035
59562086,4.9,F,11/17/2014 22:09,1,7501,5229
72548143,41.75,F,8/3/2014 22:36,4,1268,317
41154964,72.85,F,5/7/2013 19:09,1,11171,11171
43398214,72.85,M,9/4/2013 3:17,1,2048,2048
43442276,2.95,M,4/12/2013 15:25,2,2557,1915
72613523,1.95,F,6/30/2014 17:53,1,2151,1645
5336235,74.55,F,1/7/2015 18:43,2,2456,1176
58698194,71.85,M,3/16/2015 21:11,1,2650,2650
46517232,2.95,F,5/29/2013 14:09,7,3067,2468
6165626,2.95,F,7/1/2013 22:20,1,2808,2112
63883855,1.95,F,3/4/2014 15:00,2,1337,1337
43669984,3.95,M,9/3/2013 8:45,7,2202,763
63096392,1.95,M,3/11/2014 13:48,1,1706,1706
10336451,1.95,F,5/28/2014 1:29,3,3244,1700
5358046,212.65,F,9/9/2014 14:37,1,2835,1777
65476355,2.95,F,3/27/2014 14:52,2,6469,3758
35906619,144.75,F,2/28/2013 2:18,1,4275,1530
43688248,2.95,M,4/23/2013 15:22,1,1464,1464
64230906,1.95,F,3/9/2014 10:24,5,3331,2837
43782073,178.7,F,10/22/2013 14:47,3,1428,1054
81900753,1.95,F,11/7/2014 21:37,1,2961,2961
68911604,3.9,M,11/17/2014 12:16,1,3637,3637
48509460,37.9,M,7/17/2013 1:26,1,3916,2524
41979506,5.2,F,3/16/2013 20:40,1,1363,1196
59545722,41.75,M,2/21/2014 13:47,1,6184,3882
64055506,36.9,F,4/8/2014 9:19,7,2713,680
60288840,1.95,M,1/27/2014 23:32,1,4465,2364
25463937,37.9,M,3/26/2013 8:57,2,2075,1404
53563911,2.95,M,10/19/2013 12:48,2,3994,1166
7731580,12.9,M,12/2/2013 23:24,1,2817,2817
31728121,384.45,F,3/13/2014 12:13,3,3451,1554
8647377,3.95,F,10/17/2013 20:08,1,4050,2603
7042763,1.95,F,1/30/2014 18:32,2,1736,1200
4447528,4.95,F,3/6/2015 11:08,1,7075,7075
52327278,1.95,F,4/1/2014 9:29,8,1112,414
5248505,2.95,M,6/17/2013 14:39,5,1754,1561
67748550,3.28,M,4/24/2014 10:15,3,2361,1129
40339651,2.95,F,5/21/2013 22:39,1,5439,5439
18885369,2.95,F,6/4/2014 13:39,1,2169,1193
28304402,6.9,F,12/1/2014 17:26,6,8254,2865
43030703,2.95,F,4/10/2013 13:59,1,5722,3673
52734864,0,F,12/28/2013 12:57,6,3433,1926
7554563,1.95,M,4/3/2014 14:26,1,2191,2189
12569095,1.95,F,12/4/2013 3:45,2,3771,1154
58460357,36.9,F,1/13/2014 21:43,1,4928,4928
12308816,2.95,F,12/6/2013 16:20,5,4382,1026
33729435,8.9,F,3/19/2013 23:04,5,2216,1629
43029036,107.8,F,8/7/2013 22:12,3,1805,657
62793394,156.3,F,7/12/2014 8:56,2,2466,1299
9634202,3.95,F,8/30/2013 2:26,2,2400,2024
40628063,3.95,M,2/18/2013 18:28,1,4050,2988
5251830,177.7,F,3/20/2015 15:40,2,6316,4004
35361060,275.1,M,5/19/2014 16:00,3,2200,1521
64145679,106.8,M,8/4/2014 16:12,1,2184,1678
67482262,1.95,M,4/18/2014 1:32,2,1629,1629
38776239,2.95,F,1/21/2013 16:50,1,3804,3804
66778850,1.95,F,4/9/2014 9:02,1,1651,1651
42717678,2.95,M,4/17/2013 0:17,2,1151,1151
9180501,6.9,F,5/13/2013 11:13,4,2141,1516
42316639,212.65,F,11/29/2013 17:58,1,3939,2951
53226598,2.95,F,9/29/2013 12:13,1,1452,1452
396690,38.9,M,5/1/2013 22:33,2,2120,1099
24785118,703.95,M,3/12/2014 10:13,9,2494,1898
10249085,37.9,M,3/24/2013 13:28,2,6466,3537
3872408,73.85,M,3/9/2015 23:58,4,7234,4712
13842976,192.65,F,2/7/2013 14:04,2,5192,3447
14246445,40.7,F,8/29/2014 15:04,5,3289,1630
63280853,121.35,M,5/20/2014 9:00,2,2885,2309
63666898,1.95,M,1/29/2015 14:44,2,2723,2678
55764250,52.85,F,11/17/2013 15:06,1,2644,2106
55713213,2.95,F,11/3/2013 19:18,4,2832,1231
34418435,179.7,M,7/30/2013 0:43,5,4903,1966
44098358,2.95,F,4/29/2013 17:01,1,3090,2642
43755657,143.6,F,5/23/2013 13:28,6,5789,2956
39639235,2.95,F,2/3/2013 18:28,1,2298,2298
38914501,73.98,M,4/1/2013 13:14,1,3693,3693
48189353,37.9,F,8/11/2013 5:56,1,1445,947
70855843,121.35,F,8/27/2014 16:18,2,3005,2772
30385868,2.95,F,3/7/2013 13:26,1,2537,2251
40992521,2.95,M,3/26/2013 18:31,1,2932,1595
78048479,1.95,F,9/20/2014 0:49,1,3866,3041
42119808,212.65,M,9/16/2013 16:47,2,4615,2307
5490855,1.95,F,2/21/2014 14:25,1,2793,2413
37083930,3.95,M,1/28/2015 18:06,1,3836,2358
63436903,41.75,M,3/26/2014 14:44,1,2613,2613
41249204,72.85,F,4/28/2013 18:17,1,6335,6335
10202105,2.95,F,11/7/2013 20:17,3,3654,2398
40806100,2.95,M,3/26/2013 22:45,5,3149,1094
63336696,161.15,F,6/25/2014 15:49,1,1793,1793
44635792,2.95,F,5/8/2013 16:48,1,10769,6342
28493336,2.95,F,4/3/2013 14:15,1,1521,760
70808426,1.95,M,6/4/2014 2:39,3,2120,1366
36318870,1.95,F,1/31/2015 14:41,2,6672,3684
31120210,1.95,M,12/1/2014 19:53,2,5956,1026
33446518,42.85,M,5/9/2014 11:23,10,6278,2360
809230,2.95,F,2/6/2013 13:43,2,3655,2287
52451364,2.95,F,9/17/2013 22:16,2,4305,3305
48451279,37.9,M,7/19/2013 10:37,8,3726,1677
27035515,118.39,F,5/30/2013 14:10,5,4204,2299
40511413,2.95,F,2/14/2013 12:00,1,2403,2259
51144495,37.9,M,8/29/2013 6:27,3,1792,597
25035023,74.85,M,10/14/2013 18:29,4,5364,4181
44643324,37.9,M,6/8/2013 14:36,1,4901,3490
69640102,161.15,M,9/19/2014 10:06,4,7357,3666
9314018,18.9,M,1/9/2013 23:43,2,2013,1735
11050458,2.95,M,1/13/2013 15:35,1,3128,3128
68105754,110.35,M,11/11/2014 15:17,1,5379,3516
45238853,247.6,F,12/19/2013 14:17,1,2859,2859
71988216,1.95,F,6/7/2014 13:14,7,2843,1267
9161755,1.95,F,1/3/2014 9:01,1,2546,2324
33270293,424.35,F,2/24/2013 16:24,1,6319,2940
39350560,14.95,F,1/25/2013 16:43,1,7518,4846
73482905,41.75,M,7/25/2014 5:32,5,5330,1338
42338586,2.95,M,3/22/2013 11:07,3,4112,1592
47581326,3.95,M,7/1/2013 15:58,4,2573,2285
39794099,2.95,F,3/4/2013 15:25,4,3263,1629
50634745,37.9,F,9/20/2013 10:48,1,3077,2386
31981616,22.85,F,3/3/2014 0:00,5,4715,3347
73823551,81.55,F,8/30/2014 17:28,1,5951,5951
9280781,37.9,F,6/24/2013 9:33,1,1766,1766
43786994,2.95,M,7/4/2013 16:03,8,3177,2254
43670177,2.95,F,4/22/2013 14:11,2,3129,2178
60306341,240.75,M,9/25/2015 1:21,6,3366,1205
6863954,2.95,M,2/16/2013 15:17,1,1075,1075
36614401,9.9,F,7/23/2013 19:07,2,2743,1833
73503903,1.95,F,7/6/2014 13:34,5,2934,1961
61638976,81.55,M,4/6/2014 17:43,1,3374,1635
41945297,72.85,M,5/14/2013 19:14,2,4306,2206
73028786,1.95,M,7/6/2014 20:12,1,3059,3059
38246621,2.95,M,1/4/2013 18:03,2,4473,2698
79650796,41.75,M,11/5/2014 16:55,1,1093,938
72464078,2.95,F,12/1/2014 17:33,1,2324,1591
79939007,1.95,M,10/14/2014 0:44,1,954,759
9722484,76.7,M,9/4/2014 15:08,2,4350,2274
54719083,24.9,M,11/24/2013 8:55,1,2880,2880
82086394,1.95,F,11/17/2014 17:12,1,3976,3976
44273851,12.9,F,5/16/2013 23:15,1,2843,2843
59195299,35.9,F,5/24/2014 5:33,1,7595,3802
69853364,3.9,M,5/26/2014 10:59,2,2288,2124
39586791,37.9,M,2/28/2013 22:47,1,5725,5725
34200435,122.35,F,2/13/2014 15:17,2,2443,1228
1810647,1.95,F,7/20/2014 23:55,1,72,72
49225235,2.95,M,8/1/2013 19:13,8,5919,2559
6339224,38.9,F,4/24/2013 18:38,2,2078,2075
35391350,5.9,F,10/6/2014 15:47,6,1407,878
38699236,177.7,F,7/14/2013 5:43,1,4566,3373
37706168,353.45,M,10/14/2013 2:24,1,3029,1942
57665337,2.95,M,12/2/2013 4:19,1,2696,1328
70528722,81.55,M,7/25/2014 23:01,1,4395,4395
39263725,2.95,M,4/8/2013 14:30,1,8573,8573
49167868,2.95,M,7/28/2013 20:04,2,4618,2845
66931561,121.35,F,7/3/2014 23:47,1,1765,1765
18828004,87.8,F,3/3/2013 10:19,2,6588,2831
89555587,1.95,M,2/26/2015 13:57,2,3546,2392
54103569,37.9,M,11/24/2014 8:07,2,3382,2690
8999018,37.9,F,8/17/2013 16:40,8,8289,3756
40037536,72.85,F,4/6/2013 10:55,5,7713,4317
61355078,1.95,M,1/31/2014 14:57,1,4868,3550
73781724,38.75,F,8/17/2014 13:20,3,1966,1067
40233477,113.7,M,2/14/2013 14:35,2,5570,4550
64935359,1.95,M,3/18/2014 9:27,2,1491,1155
34216022,4.95,M,6/1/2014 0:00,17,5599,1489
6078370,74.85,F,1/17/2013 18:19,3,4422,4339
45485002,39.9,F,6/23/2013 8:45,1,2214,1381
44334986,2.95,F,5/3/2013 0:45,2,4462,2231
5644691,43.85,M,1/21/2013 18:12,1,2444,2444
78160436,1.95,M,9/19/2014 13:13,2,2220,1451
38762370,2.95,M,1/17/2013 14:58,3,11652,10012
13931920,41.75,F,12/11/2014 7:31,1,4097,2039
54357230,2.95,F,10/15/2013 12:00,1,2542,2542
56168597,2.95,M,2/9/2014 15:52,3,2637,1770
43138298,37.9,M,5/21/2013 18:42,1,2843,2843
47283143,14.95,F,7/27/2013 0:34,3,2868,1434
67114509,1.95,M,1/26/2015 11:13,1,2318,734
39041708,2.95,M,1/20/2013 15:43,1,5817,5817
32919132,1.95,M,12/30/2013 11:24,5,2427,443
76148937,1.95,M,8/28/2014 23:31,13,6671,3721
81397756,1.95,F,11/1/2014 20:36,1,2307,2307
74238337,148.1,F,7/25/2014 11:42,1,2698,1657
50938622,2.95,M,8/27/2013 5:40,1,2527,1931
51940695,72.85,M,12/10/2013 2:27,1,3721,2194
5846555,81.55,F,5/12/2014 16:43,1,3246,1815
17038030,104.85,M,10/5/2013 0:44,1,3420,2544
68103703,9.64,F,5/2/2014 5:48,1,5872,3739
7355865,72.85,F,2/19/2014 10:41,2,4198,4088
39255844,142.75,F,7/17/2013 2:35,2,3433,1583
13096069,11.9,F,3/17/2014 12:35,1,2534,2150
9002479,1.95,F,12/15/2013 17:15,1,3151,2033
5821501,3.95,F,11/18/2014 18:03,1,2165,1811
49794919,2.95,M,8/7/2013 8:00,2,1954,1197
7647233,37.9,F,6/13/2013 3:36,4,2711,1295
33739447,494.25,F,11/23/2013 15:26,4,6356,3851
78990555,1.95,F,2/23/2015 16:36,2,6158,5597
52608000,41.75,F,8/4/2014 3:35,2,3710,1901
79159954,104.85,M,10/30/2014 10:34,3,5904,2323
79259694,41.75,M,10/31/2014 16:44,4,12293,6875
68891075,121.35,M,7/31/2014 18:46,6,6841,3086
28496918,3.95,F,12/12/2014 2:09,7,5101,2743
40047723,37.9,M,4/14/2013 10:53,1,2619,2156
6683611,72.85,M,10/15/2013 17:06,4,9426,4331
43540817,2.95,M,4/22/2013 10:33,7,3927,1111
65177239,41.75,M,4/16/2014 20:08,2,5031,4388
44286247,1.95,M,9/17/2014 6:06,2,2708,1646
68669952,41.75,M,6/4/2014 0:00,1,2483,2483
38249881,2.95,F,1/27/2013 9:51,1,5517,2732
50970633,2.95,M,10/2/2013 13:22,1,2188,1708
41048082,2.95,F,2/25/2013 13:53,1,3521,2859
14527494,2.95,M,5/14/2013 13:55,2,1597,840
6527450,2.95,F,10/16/2013 1:00,1,5634,1464
