"ltv","gender","max_cover","count_cover","count_res","av_res","visits","portal","cardtype","experiencelevel","careerfield"
104.85,"Blank",2267,8,3,1712,16,"6","Mastercard","Experienced","Education and Training"
1.95,"Blank",2153,3,3,1742,21,"3","Discover","Experienced","Installation and Maintenance"
2.95,"Blank",2201,1,2,2644,3,"3","Visa","Experienced","Healthcare"
72.85,"F",1628,1,5,1000,13,"3","Visa","Experienced","Education and Training"
107.8,"Blank",2410,9,2,1372,15,"3","Visa","Entry Level","Administrative Support"
43.7,"Blank",1807,5,9,2221,22,"3","Mastercard","Entry Level","Sales"
82.55,"Blank",2466,3,1,3211,1,"16","Visa","Entry Level","Customer Service"
2.95,"Blank",2551,1,2,2152,3,"16","Visa","Experienced","Performing Arts"
36.9,"Blank",1181,1,7,1923,5,"3","Visa","Experienced","Manufacturing and Production"
1.95,"Blank",2209,1,2,3100,3,"3","Mastercard","Manager","Customer Service"
1.95,"Blank",2166,6,6,2283,3,"3","(null)","Experienced","Banking and Financial Services"
110.35,"Blank",2382,8,27,1928,22,"3","Visa","Entry Level","Manufacturing and Production"
10.95,"Blank",2190,1,2,2318,1,"3","Visa","Experienced","Healthcare"
9.85,"Blank",2084,4,8,2169,8,"3","Visa","Entry Level","Education and Training"
2.95,"Blank",2300,1,2,2715,4,"6","Visa","Experienced","Nursing"
40.85,"Blank",2455,6,12,2556,11,"3","Mastercard","Experienced","Healthcare"
1.95,"Blank",2186,1,3,1757,2,"8","Visa","Entry Level","Food and Beverage"
2.95,"Blank",2565,1,3,1964,1,"3","Visa","Experienced","Customer Service"
1.95,"M",1644,2,2,2856,3,"3","Visa","Entry Level","Government"
41.75,"Blank",1496,3,2,8621,14,"3","Visa","Experienced","Government"
180,"Blank",2300,1,2,2586,2,"9","Visa","Entry Level","Administrative Support"
1.95,"Blank",2233,4,347,2541,18,"3","Visa","Experienced","Transportation and Distribution"
5.9,"Blank",2196,4,2,2047,2,"3","Visa","Experienced","Manufacturing and Production"
2.95,"Blank",2667,3,8,7957,1,"3","Visa","Entry Level","Healthcare"
419.4,"Blank",1646,3,18,1825,10,"4","Visa","Experienced","Education and Training"
178.7,"Blank",2064,1,2,3492,10,"12","Visa","Experienced","Skilled Trades"
1.95,"F",1417,1,1,4047,4,"3","Visa","Entry Level","Education and Training"
145.7,"M",1344,1,8,1466,2,"3","Visa","Entry Level","Customer Service"
42.75,"Blank",1617,1,1,2908,3,"16","Visa","Manager","Business"
282.55,"Blank",1955,3,6,1206,1,"3","Visa","Experienced","Customer Service"
1.95,"Blank",2186,1,1,1590,6,"4","Visa","Experienced","Skilled Trades"
107.8,"F",2826,5,7,1097,9,"3","Mastercard","Executive","Administrative Support"
1.95,"Blank",1658,1,5,1259,9,"3","Mastercard","Experienced","Childcare"
81.55,"Blank",2195,1,1,2681,3,"3","Visa","Executive","Management"
43.18,"F",2187,4,5,1342,6,"3","Mastercard","Student","Childcare"
41.7,"Blank",2897,5,4,1561,1,"3","Mastercard","Manager","Food and Beverage"
109.3,"Blank",1975,8,62,691,38,"4","Visa","Manager","Sales"
139.8,"F",2200,11,33,596,259,"3","Mastercard","Experienced","Food and Beverage"
37.9,"Blank",2511,3,3,1205,2,"3","Mastercard","Experienced","Community and Public Service"
42.75,"Blank",1808,1,1,1808,12,"17","Mastercard","Entry Level","Nursing"
11.9,"Blank",2431,14,20,366,14,"12","American Express","Experienced","Law Enforcement and Security"
354.45,"Blank",1205,2,12,603,32,"3","Visa","Experienced","Administrative Support"
5.9,"Blank",2179,3,4,4370,2,"9","Mastercard","Experienced","Accounting and Finance"
41.75,"Blank",2194,1,1,5579,8,"3","Visa","Experienced","Healthcare"
423.35,"Blank",5162,17,8,2276,1,"16","Mastercard","Experienced","Community and Public Service"
2.95,"Blank",709,1,1,2655,5,"3","Visa","Experienced","Customer Service"
6.9,"Blank",3024,6,6,1860,5,"9","Visa","Manager","Sales"
95.4,"Blank",2908,25,14,5346,53,"3","Visa","Executive","Accounting and Finance"
2.95,"Blank",1901,1,2,1782,1,"3","Visa","Student","Engineering"
142.75,"Blank",1619,8,12,1932,10,"3","Visa","Experienced","Customer Service"
213.7,"Blank",1599,3,12,3197,14,"3","Visa","Manager","Healthcare"
43.8,"Blank",1403,3,6,2117,8,"11","Visa","Manager","Sales"
1,"Blank",1490,1,2,3358,2,"16","Mastercard","Experienced","Entertainment and Media"
178.7,"Blank",995,1,3,2912,1,"16","Mastercard","Student","Community and Public Service"
2.95,"Blank",2430,1,1,1316,2,"3","Visa","Experienced","Accounting and Finance"
37.9,"Blank",1986,1,1,3557,19,"12","Mastercard","Experienced","Food and Beverage"
1.95,"Blank",2321,1,5,3275,4,"3","Visa","Manager","Administrative Support"
95.4,"Blank",2175,5,20,573,4,"3","Mastercard","Entry Level","Skilled Trades"
38.9,"Blank",1559,1,10,730,8,"3","Visa","Experienced","Construction"
2.95,"Blank",1535,1,6,1184,1,"3","Mastercard","Entry Level","Construction"
1.95,"Blank",2203,2,3,753,2,"3","Visa","Experienced","Entertainment and Media"
2.95,"Blank",2618,2,3,1576,6,"13","Visa","Experienced","Travel and Hospitality"
7.85,"Blank",3549,8,7,1922,25,"13","Visa","Entry Level","Administrative Support"
1.95,"Blank",9279,4,2,2022,15,"3","Visa","Experienced","Community and Public Service"
174.75,"Blank",1373,2,1,3777,3,"3","Visa","Experienced","Food and Beverage"
1.95,"Blank",2199,1,3,1200,2,"3","Visa","Experienced","Banking and Financial Services"
1.95,"Blank",2153,1,2,685,2,"3","Mastercard","Experienced","Retail"
846.7,"M",1527,5,15,1971,5,"7","Visa","Entry Level","Transportation and Distribution"
200.95,"Blank",1729,1,5,1131,3,"3","Mastercard","Experienced","Customer Service"
1.95,"Blank",2189,1,1,3430,6,"3","Mastercard","Experienced","Construction"
212.65,"Blank",1943,5,4,15708,3,"9","Mastercard","Experienced","Skilled Trades"
1.95,"F",1581,1,2,7929,2,"3","Visa","Experienced","Computers and Technology"
1.95,"Blank",1618,6,12,314,8,"3","Visa","Experienced","Administrative Support"
2.95,"Blank",1743,2,2,1845,2,"3","Visa","Entry Level","Nursing"
564.15,"Blank",17184,12,16,7306,38,"8","Visa","Executive","Education and Training"
81.55,"Blank",945,1,1,3476,3,"3","Visa","Experienced","Banking and Financial Services"
38.75,"Blank",2297,1,7,2796,4,"9","Mastercard","Manager","Sales"
113.7,"Blank",642,1,8,3112,5,"3","Mastercard","Experienced","Customer Service"
2.95,"Blank",1916,1,4,497,1,"3","Visa","Student","Nursing"
178.7,"Blank",1661,2,2,2242,3,"14","Visa","Manager","Legal"
3.95,"Blank",2842,6,4,4574,3,"3","Mastercard","Experienced","Construction"
4.9,"Blank",3874,2,2,2532,2,"3","American Express","Experienced","Food and Beverage"
41.75,"Blank",2173,2,1,2215,13,"3","American Express","Manager","Retail"
2.95,"Blank",2973,2,2,3522,2,"3","Mastercard","Experienced","Law Enforcement and Security"
97.35,"Blank",896,1,4,2711,1,"3","American Express","Experienced","Real Estate"
2.95,"Blank",2192,3,4,4338,7,"3","Mastercard","Entry Level","Childcare"
1.95,"Blank",2117,7,3,2721,4,"11","Mastercard","Experienced","Engineering"
5.9,"Blank",1610,8,7,1297,15,"5","Visa","Manager","Business"
1.95,"Blank",3218,4,4,1318,18,"3","Visa","Experienced","Travel and Hospitality"
2.95,"Blank",2871,5,1,2856,1,"16","Visa","Manager","Sales"
111.6,"Blank",2038,2,3,2203,4,"3","Visa","Manager","Retail"
75.8,"Blank",2729,4,5,1978,10,"3","Mastercard","Experienced","Administrative Support"
3.95,"Blank",2416,2,3,3753,1,"3","Mastercard","Manager","Computers and Technology"
81.55,"Blank",1937,2,4,1596,11,"3","Visa","Entry Level","Food and Beverage"
36.9,"F",1670,1,1,4938,5,"3","Mastercard","Experienced","Healthcare"
315.75,"Blank",1810,5,17,3891,9,"3","Visa","Experienced","Nursing"
142.75,"Blank",2194,6,8,1801,32,"3","Mastercard","Experienced","Management"
2.95,"F",1570,2,8,5924,2,"3","Mastercard","Executive","Accounting and Finance"
161.15,"Blank",1292,4,1,899,5,"3","Mastercard","Experienced","Food and Beverage"
0.95,"Blank",1612,1,3,5680,8,"3","American Express","Experienced","Nursing"
8.85,"Blank",2090,1,5,2017,3,"3","Visa","Experienced","Transportation and Distribution"
1,"Blank",2787,2,2,5393,3,"3","Mastercard","Manager","Education and Training"
179.7,"Blank",3038,3,11,4550,28,"3","Visa","Experienced","Accounting and Finance"
3.95,"Blank",782,1,1,2395,3,"20","Mastercard","Experienced","Customer Service"
3.95,"Blank",2859,6,9,3730,12,"15","Visa","Experienced","Construction"
78.8,"Blank",686,1,3,1242,3,"7","Visa","Student","Nursing"
2.95,"Blank",1291,2,3,2009,5,"3","American Express","Experienced","Administrative Support"
41.75,"Blank",1994,2,6,2704,5,"3","Mastercard","Experienced","Skilled Trades"
1.95,"Blank",3601,1,1,6673,2,"3","Visa","Executive","Government"
1.95,"Blank",1610,2,2,5432,3,"3","American Express","Executive","Construction"
5.9,"Blank",3211,7,5,4397,10,"3","Visa","Manager","Transportation and Distribution"
108.8,"Blank",2980,4,3,1525,3,"8","Visa","Experienced","Dental"
2.95,"Blank",1454,1,2,3726,1,"3","Visa","Manager","Travel and Hospitality"
285.4,"M",4623,11,30,3917,42,"3","Mastercard","Executive","Business"
2.95,"Blank",2775,1,3,3285,1,"16","Visa","Entry Level","Accounting and Finance"
6.9,"Blank",2189,3,4,1478,2,"3","Visa","Experienced","Retail"
1.95,"Blank",1220,1,20,545,1,"3","American Express","Manager","Construction"
352.45,"Blank",1430,4,2,2336,1,"3","Visa","Experienced","Food and Beverage"
95.4,"Blank",2185,3,8,2741,22,"3","Visa","Experienced","Sales"
38.75,"Blank",2095,1,1,2504,1,"15","Visa","Entry Level","Nursing"
5.9,"Blank",1395,1,6,3389,2,"3","Visa","Entry Level","Customer Service"
51.65,"Blank",0,1,9,626,7,"3","Mastercard","Student","Dental"
108.8,"Blank",1876,1,8,1300,5,"3","Visa","Entry Level","Healthcare"
2.95,"Blank",2837,2,2,2823,5,"13","Mastercard","Experienced","Manufacturing and Production"
72.85,"Blank",2110,1,4,4670,7,"3","Visa","Entry Level","Administrative Support"
2.95,"Blank",1559,1,2,4278,5,"15","Visa","Student","Accounting and Finance"
176.7,"M",2203,10,5,2014,25,"3","Mastercard","Entry Level","Engineering"
247.6,"Blank",1727,3,4,4381,2,"19","Visa","Executive","Customer Service"
6.9,"Blank",2063,1,3,2510,1,"3","Visa","Experienced","Food and Beverage"
2.95,"Blank",2704,1,3,2983,3,"16","Mastercard","Student","Computers and Technology"
38.9,"Blank",2763,2,7,1921,5,"3","Visa","Experienced","Healthcare"
2.95,"Blank",1588,1,2,1334,2,"11","Visa","Entry Level","Customer Service"
1.95,"Blank",1732,1,1,2697,3,"3","Visa","Student","Nursing"
1.95,"M",1424,1,1,3129,12,"3","(null)","Experienced","Law Enforcement and Security"
3.95,"Blank",856,3,4,1954,4,"6","Visa","Experienced","Administrative Support"
72.85,"Blank",1549,3,27,2504,15,"3","Visa","Manager","Telecommunications and Wireless"
143.75,"Blank",2208,1,5,1890,1,"3","Mastercard","Experienced","Transportation and Distribution"
4.8,"Blank",1723,3,5,2377,21,"3","Visa","Entry Level","Real Estate"
1.95,"Blank",2175,4,9,581,10,"3","Visa","Experienced","Psychology"
94.55,"F",2200,5,1,4192,28,"3","American Express","Experienced","Computers and Technology"
174.75,"Blank",1259,2,4,1247,3,"3","Mastercard","Entry Level","Healthcare"
81.55,"Blank",1445,1,2,10963,1,"3","Visa","Executive","Management"
1.95,"Blank",2201,1,1,2810,1,"3","Visa","Student","Childcare"
2.95,"Blank",2330,1,1,3274,2,"16","Visa","Student","Customer Service"
281.55,"M",2280,1,3,2863,4,"3","Visa","Student","Law Enforcement and Security"
75.8,"Blank",1432,1,5,2545,1,"3","Visa","Experienced","Nursing"
37.9,"Blank",1381,1,4,1891,2,"3","Mastercard","Student","Nursing"
2.95,"Blank",2436,2,2,757,4,"7","Visa","Experienced","Administrative Support"
72.85,"Blank",2187,1,1,1213,2,"3","Visa","Experienced","Management"
1.95,"Blank",2055,1,1,3974,8,"3","Visa","Experienced","Government"
1.95,"Blank",2188,1,9,502,1,"3","Mastercard","Experienced","Management"
34.95,"Blank",3186,7,9,4930,8,"3","Visa","Student","Entertainment and Media"
95.4,"Blank",2159,1,3,2982,1,"3","American Express","Experienced","Nursing"
3.95,"Blank",2209,1,1,3266,11,"3","Visa","Manager","Food and Beverage"
1.95,"Blank",1684,2,1,4865,4,"3","Visa","Manager","Childcare"
139.8,"Blank",1764,1,1,6482,4,"3","Visa","Entry Level","Nursing"
181.95,"Blank",3068,4,19,8113,9,"3","Visa","Manager","Engineering"
1.95,"Blank",1803,2,4,2219,2,"3","Visa","Experienced","Accounting and Finance"
37.9,"F",3269,6,9,1752,11,"5","Visa","Experienced","Insurance"
110.35,"Blank",2788,1,5,542,3,"3","Visa","Entry Level","Sales"
212.65,"Blank",2190,7,16,1603,14,"3","American Express","Entry Level","Sales"
1.95,"F",1604,3,5,2171,5,"3","Visa","Experienced","Beauty and Spa"
1.95,"Blank",1431,1,2,3212,1,"3","Visa","Experienced","Skilled Trades"
9.95,"Blank",2805,3,11,1462,33,"3","Visa","Experienced","Nursing"
524.25,"Blank",3647,4,7,4416,14,"3","Mastercard","Executive","Healthcare"
107.8,"F",1606,1,4,2149,7,"3","Visa","Entry Level","Education and Training"
10.9,"Blank",1601,1,1,5102,5,"3","Mastercard","Experienced","Personal Services"
38.75,"Blank",2839,1,5,1999,9,"7","Mastercard","Manager","Military"
7.85,"Blank",3041,1,9,1078,5,"3","Visa","Experienced","Customer Service"
2.95,"Blank",3153,1,2,1514,1,"3","Visa","Experienced","Healthcare"
1.95,"Blank",2387,1,3,734,3,"3","Visa","Entry Level","Food and Beverage"
1.95,"Blank",1351,2,2,978,2,"3","Visa","Experienced","Healthcare"
2.95,"Blank",1216,3,3,958,1,"3","Visa","Experienced","Healthcare"
1.95,"F",2340,9,6,2237,4,"3","Visa","Experienced","Customer Service"
4.9,"Blank",2577,2,3,1576,6,"5","Visa","Experienced","Customer Service"
36.9,"F",1664,2,4,1895,5,"3","Mastercard","Student","Healthcare"
200.95,"Blank",1606,1,6,3402,3,"3","Visa","Experienced","Business"
2.95,"Blank",1693,1,1,1547,2,"16","Visa","Student","Computers and Technology"
2.95,"Blank",2851,4,4,4014,9,"3","Mastercard","Manager","Retail"
38.9,"Blank",1293,1,1,992,3,"16","Visa","Entry Level","Food and Beverage"
177.7,"Blank",2231,6,4,2553,6,"3","Visa","Student","Childcare"
2.95,"Blank",0,3,4,2619,1,"20","Mastercard","Experienced","Transportation and Distribution"
3.95,"Blank",3435,2,2,5315,2,"3","Visa","Manager","Computers and Technology"
215.2,"Blank",3034,2,2,2453,1,"16","Mastercard","Student","Education and Training"
95.4,"M",2600,5,13,926,68,"3","Visa","Experienced","Healthcare"
283.55,"Blank",2935,6,6,2561,6,"9","Visa","Experienced","Nursing"
50.8,"Blank",2827,3,5,1152,8,"10","Visa","Student","Childcare"
1.95,"F",1590,3,3,886,4,"3","Visa","Experienced","Real Estate"
37.9,"Blank",1438,1,1,2631,4,"3","Mastercard","Student","Retail"
139.8,"Blank",1307,2,3,1428,17,"4","Visa","Experienced","Transportation and Distribution"
2.95,"F",2939,6,10,3110,4,"3","Visa","Experienced","Healthcare"
3.95,"Blank",1632,1,4,2596,16,"3","Visa","Entry Level","Skilled Trades"
115.6,"Blank",3124,7,15,2791,4,"9","Visa","Experienced","Human Resources"
1.95,"Blank",1796,2,10,472,10,"3","Visa","Entry Level","Customer Service"
212.65,"Blank",1721,4,7,1132,17,"3","Visa","Student","Customer Service"
244.65,"Blank",1477,5,7,1419,3,"3","Visa","Experienced","Healthcare"
200.95,"Blank",1090,1,1,4544,8,"3","Discover","Entry Level","Social Sciences"
0.95,"Blank",1974,3,4,1174,3,"3","Mastercard","Entry Level","Skilled Trades"
2.95,"Blank",1953,2,14,2542,4,"3","Visa","Experienced","Administrative Support"
4.9,"Blank",3013,3,5,1942,9,"8","Visa","Experienced","Healthcare"
124.3,"F",3193,6,13,4460,14,"10","Visa","Manager","Healthcare"
178.7,"Blank",1973,4,7,2398,5,"5","Visa","Manager","Sales"
2.95,"Blank",2115,5,3,1448,2,"3","Visa","Experienced","Law Enforcement and Security"
73.85,"Blank",1996,2,5,1165,9,"3","Visa","Entry Level","Management"
2.95,"Blank",2186,1,3,2589,2,"3","American Express","Experienced","Social Sciences"
2.95,"Blank",2199,3,25,581,22,"4","Visa","Entry Level","Social Sciences"
153.2,"Blank",2427,9,6,1632,4,"3","Visa","Experienced","Customer Service"
1.95,"Blank",1683,1,9,805,3,"3","Visa","Experienced","Customer Service"
283.55,"Blank",2935,6,6,2561,6,"9","Visa","Entry Level","Nursing"
74.55,"Blank",2819,1,3,834,2,"16","Visa","Experienced","Skilled Trades"
16.75,"Blank",1798,2,3,2256,6,"3","Visa","Experienced","Community and Public Service"
1.95,"Blank",2199,2,2,1384,1,"3","American Express","Student","Retail"
200.95,"Blank",1501,1,1,3970,4,"3","Mastercard","Experienced","Management"
71.85,"Blank",1495,4,9,2634,32,"3","Visa","Manager","Accounting and Finance"
422.35,"F",951,4,23,1573,9,"3","Visa","Experienced","Computers and Technology"
1.95,"Blank",1309,1,2,1680,1,"3","Visa","Experienced","Food and Beverage"
352.45,"F",2201,5,6,2453,16,"3","Visa","Entry Level","Construction"
142.75,"Blank",2188,9,3,1112,17,"3","Visa","Manager","Transportation and Distribution"
2.95,"Blank",3027,1,5,3486,11,"3","Visa","Experienced","Entertainment and Media"
279.6,"Blank",2329,3,5,1170,6,"4","Visa","Manager","Human Resources"
108.8,"Blank",2358,3,5,2104,1,"3","Mastercard","Entry Level","Nursing"
1.95,"Blank",1446,1,2,51,1,"3","Mastercard","Student","Administrative Support"
1.95,"Blank",2201,1,3,990,5,"3","Visa","Student","Food and Beverage"
74.55,"Blank",0,1,6,3329,3,"7","Visa","Entry Level","Customer Service"
4.9,"Blank",2904,3,2,2707,5,"3","Mastercard","Student","Art, Fashion and Design"
1.95,"Blank",2182,3,5,1105,5,"3","Visa","Entry Level","Manufacturing and Production"
36.9,"F",2051,3,5,1679,6,"3","Mastercard","Experienced","Manufacturing and Production"
161.15,"Blank",2161,1,2,4154,7,"3","Mastercard","Experienced","Human Resources"
37.9,"Blank",1272,3,5,1544,4,"3","Mastercard","Experienced","Government"
1.95,"Blank",2584,1,4,4232,2,"3","Visa","Experienced","Military"
82.7,"Blank",0,1,10,1489,6,"4","Visa","Experienced","Manufacturing and Production"
2.95,"Blank",2957,3,1,3169,5,"16","Mastercard","Experienced","Veterinary"
41.85,"Blank",2203,2,5,5482,1,"3","Visa","Experienced","Administrative Support"
148.65,"Blank",3195,1,3,3253,3,"3","Visa","Experienced","Customer Service"
1.95,"Blank",2647,1,1,2109,1,"3","Mastercard","Student","Community and Public Service"
13.85,"Blank",1381,2,11,2507,2,"3","Visa","Experienced","Customer Service"
247.6,"Blank",1533,1,2,492,2,"3","Visa","Entry Level","Customer Service"
0.95,"Blank",2210,1,3,1012,1,"3","Visa","Experienced","Manufacturing and Production"
152.48,"Blank",2831,1,1,2428,11,"3","Visa","Experienced","Insurance"
41.75,"Blank",1517,2,9,1793,1,"3","Visa","Entry Level","Marketing, Advertising and PR"
3.95,"Blank",3200,1,8,1371,14,"5","Mastercard","Entry Level","Healthcare"
1.95,"Blank",1271,1,2,6540,1,"3","Visa","Experienced","Skilled Trades"
529.2,"Blank",4010,4,2,2375,2,"3","Mastercard","Entry Level","Travel and Hospitality"
2.95,"Blank",1471,2,9,1783,3,"3","Mastercard","Experienced","Construction"
317.5,"Blank",2662,2,4,1333,8,"19","Mastercard","Experienced","Administrative Support"
36.9,"Blank",2274,5,2,768,4,"3","Visa","Experienced","Nursing"
34.95,"Blank",2918,5,6,4188,2,"3","Visa","Experienced","Pharmacy"
1.95,"Blank",1188,1,2,1218,1,"3","Visa","Entry Level","Customer Service"
41.75,"M",1511,1,2,1288,2,"3","Mastercard","Student","Customer Service"
1.95,"Blank",1724,1,1,3071,1,"3","Mastercard","Entry Level","Healthcare"
3.9,"Blank",1852,1,1,3861,1,"3","Mastercard","Experienced","Banking and Financial Services"
2.95,"Blank",2837,1,2,2029,2,"15","Visa","Experienced","Nursing"
1.95,"Blank",1224,1,1,3033,2,"3","Mastercard","Entry Level","Installation and Maintenance"
1.95,"Blank",1904,4,2,3458,2,"19","Visa","Entry Level","Accounting and Finance"
1.95,"Blank",1575,1,2,1488,103,"3","Visa","Entry Level","Retail"
2.9,"Blank",1597,2,24,3261,17,"3","Visa","Experienced","Education and Training"
1.95,"Blank",2187,1,1,2033,2,"3","Visa","Experienced","Administrative Support"
37.9,"F",2177,1,6,14435,9,"3","Mastercard","Executive","Management"
1.95,"Blank",2233,4,347,2541,18,"3","Visa","Experienced","Skilled Trades"
6.11,"Blank",2185,1,3,1172,3,"3","Visa","Entry Level","Legal"
41.75,"Blank",2191,1,2,1267,1,"3","American Express","Experienced","Travel and Hospitality"
2.95,"Blank",1235,1,3,2704,4,"3","Mastercard","Experienced","Telecommunications and Wireless"
2.95,"Blank",1469,1,4,983,5,"3","Visa","Entry Level","Community and Public Service"
43.7,"Blank",1400,1,1,3383,4,"8","Visa","Entry Level","Customer Service"
36.9,"Blank",2201,2,3,6480,4,"3","Mastercard","Experienced","Education and Training"
1.95,"Blank",2187,3,7,2734,18,"3","Visa","Experienced","Sales"
41.75,"Blank",1804,2,7,261,2,"3","Visa","Student","Engineering"
141.75,"Blank",2190,7,7,3497,10,"9","Mastercard","Entry Level","Banking and Financial Services"
282.55,"Blank",2314,3,3,2109,7,"3","Visa","Experienced","Healthcare"
34.95,"Blank",2209,1,4,1033,4,"3","Mastercard","Student","Healthcare"
72.85,"Blank",2605,3,4,2975,8,"3","Visa","Manager","Performing Arts"
81.55,"Blank",2382,1,3,4383,3,"7","Visa","Experienced","Healthcare"
2.95,"Blank",2318,1,2,1747,4,"15","Visa","Experienced","Customer Service"
107.8,"F",0,1,11,1731,5,"3","American Express","Experienced","Accounting and Finance"
1.95,"Blank",1550,1,2,1000,1,"3","Visa","Experienced","Community and Public Service"
95.4,"F",1631,2,15,1140,2,"3","Visa","Experienced","Sales"
1.95,"Blank",2618,7,4,2624,1,"3","Visa","Student","Accounting and Finance"
1.95,"Blank",1528,2,6,2244,3,"3","Visa","Experienced","Retail"
37.9,"Blank",3988,6,15,1926,13,"3","Mastercard","Manager","Sales"
38.9,"Blank",1816,5,3,2260,1,"3","Visa","Entry Level","Retail"
116.7,"Blank",1762,49,60,3776,16,"17","Visa Electron","Entry Level","Transportation and Distribution"
1.95,"Blank",2181,1,3,2679,2,"3","Visa","Experienced","Manufacturing and Production"
37.9,"Blank",2201,1,4,1426,2,"3","Visa","Experienced","Retail"
40.85,"Blank",2196,1,4,1888,2,"3","Visa","Entry Level","Retail"
40.85,"Blank",2193,2,2,3659,17,"3","Visa","Experienced","Healthcare"
2.95,"Blank",1562,3,2,3214,1,"16","Visa","Entry Level","Customer Service"
146.55,"Blank",2322,5,15,1511,11,"3","Mastercard","Experienced","Education and Training"
7.99,"Blank",2684,4,5,4546,9,"14","Visa","Experienced","Customer Service"
1.95,"Blank",2190,10,8,3002,6,"3","Mastercard","Experienced","Customer Service"
38.75,"Blank",2120,1,3,994,3,"3","Mastercard","Student","Natural Resources and Agriculture"
41.75,"Blank",1965,2,2,2556,3,"6","Mastercard","Experienced","Dental"
2.95,"Blank",1823,1,3,1587,1,"3","Visa","Experienced","Business"
213.65,"Blank",1968,1,3,4801,4,"3","Visa","Manager","Computers and Technology"
178.7,"Blank",2359,3,5,3056,1,"16","Mastercard","Student","Education and Training"
1.95,"Blank",1351,1,1,1468,11,"3","Visa","Student","Entertainment and Media"
2.95,"Blank",2388,2,3,1469,3,"3","Visa","Entry Level","Customer Service"
2.95,"Blank",2841,2,4,4709,2,"3","Mastercard","Experienced","Travel and Hospitality"
3.95,"Blank",1426,2,8,1134,2,"3","Visa","Manager","Management"
457.3,"Blank",2100,7,9,3482,7,"7","Visa","Manager","Banking and Financial Services"
388.4,"Blank",3252,2,4,5191,12,"3","Visa","Student","Engineering"
567.1,"Blank",2828,39,54,2224,213,"3","Visa","Experienced","Administrative Support"
248.6,"Blank",1997,1,2,3371,1,"3","Visa","Experienced","Skilled Trades"
2.95,"Blank",1883,2,2,1106,4,"19","Visa","Entry Level","Legal"
38.75,"Blank",2034,1,2,732,2,"18","Visa","Experienced","Food and Beverage"
240.75,"Blank",1260,1,2,2560,3,"3","Visa","Experienced","Education and Training"
12.96,"Blank",2959,1,11,1844,5,"3","Mastercard","Entry Level","Healthcare"
38.75,"F",2256,26,25,781,5,"3","Visa","Student","Customer Service"
6.9,"F",2315,3,7,1565,9,"3","Mastercard","Manager","Retail"
17.9,"Blank",3040,9,4,2638,8,"3","Visa","Manager","Management"
73.7,"M",2726,2,2,1161,1,"3","Visa","Experienced","Transportation and Distribution"
240.75,"Blank",1364,1,4,2778,2,"8","Visa","Manager","Food and Beverage"
143.75,"Blank",2177,6,4,2999,3,"3","Mastercard","Experienced","Healthcare"
393.35,"Blank",1104,1,10,4908,2,"16","Visa","Manager","Marketing, Advertising and PR"
43.7,"F",1449,2,1,1039,6,"3","Visa","Student","Retail"
1.95,"Blank",1467,1,1,2131,2,"3","Mastercard","Experienced","Administrative Support"
38.75,"Blank",1743,1,1,1945,5,"8","Visa","Manager","Food and Beverage"
2.95,"Blank",1444,1,2,2700,2,"3","Mastercard","Executive","Sales"
3.95,"Blank",3081,15,15,2493,42,"3","American Express","Student","Nursing"
299.55,"Blank",2500,1,7,3040,11,"3","Visa","Executive","Healthcare"
1.95,"Blank",2179,1,2,3766,1,"3","Mastercard","Experienced","Construction"
1.95,"Blank",2039,6,1,3632,3,"3","Mastercard","Experienced","Nursing"
81.55,"Blank",1261,1,1,1813,7,"3","Visa","Experienced","Nursing"
37.9,"F",1642,3,5,1534,10,"3","Visa","Experienced","Administrative Support"
3.95,"Blank",1577,1,5,1654,2,"3","Mastercard","Experienced","Sales"
145.7,"Blank",2196,4,6,2291,14,"3","Visa","Experienced","Performing Arts"
2.95,"Blank",1613,2,4,1530,16,"3","Visa","Experienced","Education and Training"
41.75,"Blank",1613,1,4,1655,1,"3","Visa","Experienced","Sales"
1,"Blank",2204,1,2,1454,2,"3","Visa","Experienced","Healthcare"
121.35,"Blank",1272,1,1,1644,8,"3","Visa","Experienced","Customer Service"
41.75,"Blank",2174,2,4,1547,7,"3","Visa","Manager","Manufacturing and Production"
2.95,"Blank",2481,1,5,2311,2,"9","Visa","Experienced","Law Enforcement and Security"
2.95,"Blank",1588,1,4,2100,2,"16","Visa","Experienced","Healthcare"
41.75,"Blank",1625,1,2,3739,2,"3","Mastercard","Experienced","Healthcare"
43.55,"Blank",1526,1,1,1213,3,"3","Visa","Experienced","Administrative Support"
14.95,"Blank",1606,4,3,3927,43,"3","American Express","Experienced","Accounting and Finance"
251.55,"Blank",2319,4,5,3567,11,"3","Visa","Manager","Telecommunications and Wireless"
1.95,"Blank",3042,4,3,2731,2,"3","Visa","Experienced","Beauty and Spa"
73.7,"Blank",2199,2,6,1847,2,"3","Visa","Experienced","Customer Service"
4.9,"Blank",2863,2,5,2613,1,"3","Visa","Executive","Accounting and Finance"
3.95,"Blank",2351,1,1,1779,3,"18","Visa","Manager","Retail"
111.65,"Blank",1298,1,1,3870,2,"3","Visa","Manager","Customer Service"
2.95,"Blank",2795,1,8,1633,2,"16","Discover","Entry Level","Entertainment and Media"
95.4,"M",2183,25,416,1795,193,"3","Visa","Entry Level","Manufacturing and Production"
